dataset,region,category,met,n,weight_nominal:sumw,weight_nominal:sumw2
G1Jet_Pt-650ToInf,6,3.01,"[500.0, 600.0)",511,2.1862618252727164,0.04631494915842421
G1Jet_Pt-650ToInf,6,3.01,"[600.0, 700.0)",729,3.9912567811261437,0.06816705201730151
G1Jet_Pt-650ToInf,6,3.01,"[700.0, 800.0)",411,2.518797708808566,0.03813172159300227
G1Jet_Pt-650ToInf,6,3.01,"[800.0, 900.0)",215,1.3635937020999351,0.019692135686105883
G1Jet_Pt-650ToInf,6,3.01,"[900.0, 1000.0)",104,0.6641015553086452,0.0100705961551886
G1Jet_Pt-650ToInf,6,3.01,"[1000.0, 1100.0)",46,0.36772762429192773,0.0043734396774816565
G1Jet_Pt-650ToInf,6,3.01,"[1100.0, 1200.0)",28,0.218271625907889,0.0025457292514435887
G1Jet_Pt-650ToInf,6,3.01,"[1200.0, 1300.0)",19,0.14668279258155906,0.001905979251906439
G1Jet_Pt-650ToInf,6,3.01,"[1300.0, 1400.0)",2,0.021968798959687886,0.00024145746988383056
G1Jet_Pt-650ToInf,6,3.01,"[1400.0, 1500.0)",7,0.06305037387957707,0.0006185685671503977
G1Jet_Pt-650ToInf,6,3.01,"[1500.0, 1600.0)",2,0.0174792586430589,0.0001549885602811223
G1Jet_Pt-650ToInf,6,3.01,"[1600.0, 1700.0)",0,,
G1Jet_Pt-650ToInf,6,3.01,"[1700.0, 1800.0)",0,,
G1Jet_Pt-650ToInf,6,3.01,"[1800.0, 1900.0)",0,,
G1Jet_Pt-650ToInf,6,3.01,"[1900.0, 2000.0)",2,0.020128257350814232,0.00020258982863359266
G1Jet_Pt-650ToInf,6,3.01,"[2000.0, inf)",1,0.010229868074480853,0.0001046502008212826
QCD_HT1000to1500,6,3.01,"[-inf, 200.0)",0,,
QCD_HT1000to1500,6,3.01,"[200.0, 300.0)",1312,3694.668530433653,11170.790602062802
QCD_HT1000to1500,6,3.01,"[300.0, 400.0)",387,1096.9032396154003,3328.06956641107
QCD_HT1000to1500,6,3.01,"[400.0, 500.0)",97,273.8459209831753,826.819515940971
QCD_HT1000to1500,6,3.01,"[500.0, 600.0)",20,51.356075663028655,147.15456183385385
QCD_HT1000to1500,6,3.01,"[600.0, 700.0)",1,2.996925134334663,8.981560260806841
QCD_HT1000to1500,6,3.01,"[700.0, 800.0)",1,0.0913934198738527,0.008352757196238333
QCD_HT1000to1500,6,3.01,"[800.0, 900.0)",0,,
QCD_HT1000to1500,6,3.01,"[900.0, 1000.0)",0,,
QCD_HT1000to1500,6,3.01,"[1000.0, 1100.0)",0,,
QCD_HT1000to1500,6,3.01,"[1100.0, 1200.0)",0,,
QCD_HT1000to1500,6,3.01,"[1200.0, 1300.0)",0,,
QCD_HT1000to1500,6,3.01,"[1300.0, 1400.0)",0,,
QCD_HT1000to1500,6,3.01,"[1400.0, 1500.0)",0,,
QCD_HT1000to1500,6,3.01,"[1500.0, 1600.0)",0,,
QCD_HT1000to1500,6,3.01,"[1600.0, 1700.0)",0,,
QCD_HT1000to1500,6,3.01,"[1700.0, 1800.0)",0,,
QCD_HT1000to1500,6,3.01,"[1800.0, 1900.0)",0,,
QCD_HT1000to1500,6,3.01,"[1900.0, 2000.0)",0,,
QCD_HT1000to1500,6,3.01,"[2000.0, inf)",0,,
QCD_HT1500to2000,6,3.01,"[-inf, 200.0)",0,,
QCD_HT1500to2000,6,3.01,"[200.0, 300.0)",2685,976.3111274368955,380.2903454929691
QCD_HT1500to2000,6,3.01,"[300.0, 400.0)",849,305.52587853780665,118.33807750192713
QCD_HT1500to2000,6,3.01,"[400.0, 500.0)",337,121.13107741913501,46.93977274851723
QCD_HT1500to2000,6,3.01,"[500.0, 600.0)",117,43.749783982142574,17.096915397496304
QCD_HT1500to2000,6,3.01,"[600.0, 700.0)",55,18.510506998474906,7.110908585049586
QCD_HT1500to2000,6,3.01,"[700.0, 800.0)",15,5.892129969133415,2.3217257626976617
QCD_HT1500to2000,6,3.01,"[800.0, 900.0)",1,0.4311291622968829,0.18587235458281204
QCD_HT1500to2000,6,3.01,"[900.0, 1000.0)",0,,
QCD_HT1500to2000,6,3.01,"[1000.0, 1100.0)",0,,
QCD_HT1500to2000,6,3.01,"[1100.0, 1200.0)",0,,
QCD_HT1500to2000,6,3.01,"[1200.0, 1300.0)",0,,
QCD_HT1500to2000,6,3.01,"[1300.0, 1400.0)",0,,
QCD_HT1500to2000,6,3.01,"[1400.0, 1500.0)",0,,
QCD_HT1500to2000,6,3.01,"[1500.0, 1600.0)",0,,
QCD_HT1500to2000,6,3.01,"[1600.0, 1700.0)",0,,
QCD_HT1500to2000,6,3.01,"[1700.0, 1800.0)",0,,
QCD_HT1500to2000,6,3.01,"[1800.0, 1900.0)",0,,
QCD_HT1500to2000,6,3.01,"[1900.0, 2000.0)",0,,
QCD_HT1500to2000,6,3.01,"[2000.0, inf)",0,,
QCD_HT2000toInf,6,3.01,"[-inf, 200.0)",0,,
QCD_HT2000toInf,6,3.01,"[200.0, 300.0)",3979,626.682338880638,105.06090165802375
QCD_HT2000toInf,6,3.01,"[300.0, 400.0)",1072,166.3785207720213,27.876683969694724
QCD_HT2000toInf,6,3.01,"[400.0, 500.0)",442,69.58277458541723,11.576842580168949
QCD_HT2000toInf,6,3.01,"[500.0, 600.0)",180,29.099312931457217,4.8914723827399245
QCD_HT2000toInf,6,3.01,"[600.0, 700.0)",104,16.56620704532769,2.7787292932244143
QCD_HT2000toInf,6,3.01,"[700.0, 800.0)",46,7.320349951858563,1.2037672261183219
QCD_HT2000toInf,6,3.01,"[800.0, 900.0)",26,3.936293523056851,0.6370592010544368
QCD_HT2000toInf,6,3.01,"[900.0, 1000.0)",5,0.8458502155169322,0.14315543240439968
QCD_HT2000toInf,6,3.01,"[1000.0, 1100.0)",4,0.6587650543231843,0.10849503881216106
QCD_HT2000toInf,6,3.01,"[1100.0, 1200.0)",2,0.08438651140888301,0.003639991537865669
QCD_HT2000toInf,6,3.01,"[1200.0, 1300.0)",0,,
QCD_HT2000toInf,6,3.01,"[1300.0, 1400.0)",0,,
QCD_HT2000toInf,6,3.01,"[1400.0, 1500.0)",1,0.16355631656288513,0.026750668687618696
QCD_HT2000toInf,6,3.01,"[1500.0, 1600.0)",0,,
QCD_HT2000toInf,6,3.01,"[1600.0, 1700.0)",0,,
QCD_HT2000toInf,6,3.01,"[1700.0, 1800.0)",0,,
QCD_HT2000toInf,6,3.01,"[1800.0, 1900.0)",0,,
QCD_HT2000toInf,6,3.01,"[1900.0, 2000.0)",0,,
QCD_HT2000toInf,6,3.01,"[2000.0, inf)",0,,
QCD_HT300to500,6,3.01,"[-inf, 200.0)",0,,
QCD_HT300to500,6,3.01,"[200.0, 300.0)",2,501.2662206238548,125642.36249884724
QCD_HT300to500,6,3.01,"[300.0, 400.0)",0,,
QCD_HT300to500,6,3.01,"[400.0, 500.0)",0,,
QCD_HT300to500,6,3.01,"[500.0, 600.0)",0,,
QCD_HT300to500,6,3.01,"[600.0, 700.0)",0,,
QCD_HT300to500,6,3.01,"[700.0, 800.0)",0,,
QCD_HT300to500,6,3.01,"[800.0, 900.0)",0,,
QCD_HT300to500,6,3.01,"[900.0, 1000.0)",0,,
QCD_HT300to500,6,3.01,"[1000.0, 1100.0)",0,,
QCD_HT300to500,6,3.01,"[1100.0, 1200.0)",0,,
QCD_HT300to500,6,3.01,"[1200.0, 1300.0)",0,,
QCD_HT300to500,6,3.01,"[1300.0, 1400.0)",0,,
QCD_HT300to500,6,3.01,"[1400.0, 1500.0)",0,,
QCD_HT300to500,6,3.01,"[1500.0, 1600.0)",0,,
QCD_HT300to500,6,3.01,"[1600.0, 1700.0)",0,,
QCD_HT300to500,6,3.01,"[1700.0, 1800.0)",0,,
QCD_HT300to500,6,3.01,"[1800.0, 1900.0)",0,,
QCD_HT300to500,6,3.01,"[1900.0, 2000.0)",0,,
QCD_HT300to500,6,3.01,"[2000.0, inf)",0,,
QCD_HT500to700,6,3.01,"[-inf, 200.0)",0,,
QCD_HT500to700,6,3.01,"[200.0, 300.0)",248,4546.778117698804,87628.61347048372
QCD_HT500to700,6,3.01,"[300.0, 400.0)",4,80.73856576630021,1632.7170737397616
QCD_HT500to700,6,3.01,"[400.0, 500.0)",0,,
QCD_HT500to700,6,3.01,"[500.0, 600.0)",0,,
QCD_HT500to700,6,3.01,"[600.0, 700.0)",0,,
QCD_HT500to700,6,3.01,"[700.0, 800.0)",0,,
QCD_HT500to700,6,3.01,"[800.0, 900.0)",0,,
QCD_HT500to700,6,3.01,"[900.0, 1000.0)",0,,
QCD_HT500to700,6,3.01,"[1000.0, 1100.0)",0,,
QCD_HT500to700,6,3.01,"[1100.0, 1200.0)",0,,
QCD_HT500to700,6,3.01,"[1200.0, 1300.0)",0,,
QCD_HT500to700,6,3.01,"[1300.0, 1400.0)",0,,
QCD_HT500to700,6,3.01,"[1400.0, 1500.0)",0,,
QCD_HT500to700,6,3.01,"[1500.0, 1600.0)",0,,
QCD_HT500to700,6,3.01,"[1600.0, 1700.0)",0,,
QCD_HT500to700,6,3.01,"[1700.0, 1800.0)",0,,
QCD_HT500to700,6,3.01,"[1800.0, 1900.0)",0,,
QCD_HT500to700,6,3.01,"[1900.0, 2000.0)",0,,
QCD_HT500to700,6,3.01,"[2000.0, inf)",0,,
QCD_HT700to1000,6,3.01,"[-inf, 200.0)",0,,
QCD_HT700to1000,6,3.01,"[200.0, 300.0)",1030,6611.597708453644,45849.91339561853
QCD_HT700to1000,6,3.01,"[300.0, 400.0)",138,919.5802114356413,6453.673313570648
QCD_HT700to1000,6,3.01,"[400.0, 500.0)",9,60.13348373139374,408.4556451573798
QCD_HT700to1000,6,3.01,"[500.0, 600.0)",0,,
QCD_HT700to1000,6,3.01,"[600.0, 700.0)",0,,
QCD_HT700to1000,6,3.01,"[700.0, 800.0)",0,,
QCD_HT700to1000,6,3.01,"[800.0, 900.0)",0,,
QCD_HT700to1000,6,3.01,"[900.0, 1000.0)",0,,
QCD_HT700to1000,6,3.01,"[1000.0, 1100.0)",0,,
QCD_HT700to1000,6,3.01,"[1100.0, 1200.0)",0,,
QCD_HT700to1000,6,3.01,"[1200.0, 1300.0)",0,,
QCD_HT700to1000,6,3.01,"[1300.0, 1400.0)",0,,
QCD_HT700to1000,6,3.01,"[1400.0, 1500.0)",0,,
QCD_HT700to1000,6,3.01,"[1500.0, 1600.0)",0,,
QCD_HT700to1000,6,3.01,"[1600.0, 1700.0)",0,,
QCD_HT700to1000,6,3.01,"[1700.0, 1800.0)",0,,
QCD_HT700to1000,6,3.01,"[1800.0, 1900.0)",0,,
QCD_HT700to1000,6,3.01,"[1900.0, 2000.0)",0,,
QCD_HT700to1000,6,3.01,"[2000.0, inf)",0,,
ST_s-channel_4f_hadronicDecays,6,3.01,"[-inf, 200.0)",0,,
ST_s-channel_4f_hadronicDecays,6,3.01,"[200.0, 300.0)",69,3.537889728384012,0.5099935053327619
ST_s-channel_4f_hadronicDecays,6,3.01,"[300.0, 400.0)",31,1.9307067578576262,0.2391009638574301
ST_s-channel_4f_hadronicDecays,6,3.01,"[400.0, 500.0)",6,0.095120421789123,0.023158330624521533
ST_s-channel_4f_hadronicDecays,6,3.01,"[500.0, 600.0)",3,0.04129693170594441,0.019411855638459017
ST_s-channel_4f_hadronicDecays,6,3.01,"[600.0, 700.0)",1,0.09325879028686067,0.008697201965768658
ST_s-channel_4f_hadronicDecays,6,3.01,"[700.0, 800.0)",1,0.08591973728002866,0.007382201254269148
ST_s-channel_4f_hadronicDecays,6,3.01,"[800.0, 900.0)",0,,
ST_s-channel_4f_hadronicDecays,6,3.01,"[900.0, 1000.0)",0,,
ST_s-channel_4f_hadronicDecays,6,3.01,"[1000.0, 1100.0)",0,,
ST_s-channel_4f_hadronicDecays,6,3.01,"[1100.0, 1200.0)",0,,
ST_s-channel_4f_hadronicDecays,6,3.01,"[1200.0, 1300.0)",0,,
ST_s-channel_4f_hadronicDecays,6,3.01,"[1300.0, 1400.0)",0,,
ST_s-channel_4f_hadronicDecays,6,3.01,"[1400.0, 1500.0)",0,,
ST_s-channel_4f_hadronicDecays,6,3.01,"[1500.0, 1600.0)",0,,
ST_s-channel_4f_hadronicDecays,6,3.01,"[1600.0, 1700.0)",0,,
ST_s-channel_4f_hadronicDecays,6,3.01,"[1700.0, 1800.0)",0,,
ST_s-channel_4f_hadronicDecays,6,3.01,"[1800.0, 1900.0)",0,,
ST_s-channel_4f_hadronicDecays,6,3.01,"[1900.0, 2000.0)",0,,
ST_s-channel_4f_hadronicDecays,6,3.01,"[2000.0, inf)",0,,
ST_s-channel_4f_leptonDecays,6,3.01,"[-inf, 200.0)",0,,
ST_s-channel_4f_leptonDecays,6,3.01,"[200.0, 300.0)",355,3.4834005493173454,0.14395909896708958
ST_s-channel_4f_leptonDecays,6,3.01,"[300.0, 400.0)",153,1.6325725444212247,0.06135941249999368
ST_s-channel_4f_leptonDecays,6,3.01,"[400.0, 500.0)",58,0.4473932371088454,0.024462924081850006
ST_s-channel_4f_leptonDecays,6,3.01,"[500.0, 600.0)",22,0.23303859974407173,0.008647281502123096
ST_s-channel_4f_leptonDecays,6,3.01,"[600.0, 700.0)",10,0.09860201230527518,0.0034621358838938586
ST_s-channel_4f_leptonDecays,6,3.01,"[700.0, 800.0)",7,0.0719316972931706,0.0024331769442296424
ST_s-channel_4f_leptonDecays,6,3.01,"[800.0, 900.0)",2,0.03969000938182152,0.0007933934453987865
ST_s-channel_4f_leptonDecays,6,3.01,"[900.0, 1000.0)",1,0.020755683990498246,0.00043079841791342525
ST_s-channel_4f_leptonDecays,6,3.01,"[1000.0, 1100.0)",0,,
ST_s-channel_4f_leptonDecays,6,3.01,"[1100.0, 1200.0)",0,,
ST_s-channel_4f_leptonDecays,6,3.01,"[1200.0, 1300.0)",0,,
ST_s-channel_4f_leptonDecays,6,3.01,"[1300.0, 1400.0)",0,,
ST_s-channel_4f_leptonDecays,6,3.01,"[1400.0, 1500.0)",0,,
ST_s-channel_4f_leptonDecays,6,3.01,"[1500.0, 1600.0)",0,,
ST_s-channel_4f_leptonDecays,6,3.01,"[1600.0, 1700.0)",0,,
ST_s-channel_4f_leptonDecays,6,3.01,"[1700.0, 1800.0)",0,,
ST_s-channel_4f_leptonDecays,6,3.01,"[1800.0, 1900.0)",0,,
ST_s-channel_4f_leptonDecays,6,3.01,"[1900.0, 2000.0)",0,,
ST_s-channel_4f_leptonDecays,6,3.01,"[2000.0, inf)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[-inf, 200.0)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[200.0, 300.0)",417,29.476782102796506,2.2544214321372036
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[300.0, 400.0)",114,8.155216599627822,0.631791186648358
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[400.0, 500.0)",19,1.4857037491818368,0.11659303765653468
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[500.0, 600.0)",9,0.7119308296596337,0.05645008053351496
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[600.0, 700.0)",1,0.08050199761717823,0.006480571620356173
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[700.0, 800.0)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[800.0, 900.0)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[900.0, 1000.0)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[1000.0, 1100.0)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[1100.0, 1200.0)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[1200.0, 1300.0)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[1300.0, 1400.0)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[1400.0, 1500.0)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[1500.0, 1600.0)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[1600.0, 1700.0)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[1700.0, 1800.0)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[1800.0, 1900.0)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[1900.0, 2000.0)",0,,
ST_t-channel_antitop_4f_inclusiveDecays,6,3.01,"[2000.0, inf)",0,,
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[-inf, 200.0)",0,,
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[200.0, 300.0)",895,63.841824133852754,4.837821019070929
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[300.0, 400.0)",280,19.477111184442077,1.4771209553806666
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[400.0, 500.0)",66,4.465655697019203,0.3273281543799974
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[500.0, 600.0)",22,1.5503137420312214,0.1176792905632507
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[600.0, 700.0)",13,1.0033565287754573,0.07918477541720777
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[700.0, 800.0)",0,,
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[800.0, 900.0)",4,0.31876405492689613,0.025425710317357
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[900.0, 1000.0)",0,,
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[1000.0, 1100.0)",1,0.07594951333990246,0.005768328576568022
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[1100.0, 1200.0)",0,,
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[1200.0, 1300.0)",0,,
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[1300.0, 1400.0)",0,,
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[1400.0, 1500.0)",0,,
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[1500.0, 1600.0)",0,,
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[1600.0, 1700.0)",0,,
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[1700.0, 1800.0)",0,,
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[1800.0, 1900.0)",0,,
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[1900.0, 2000.0)",0,,
ST_t-channel_top_4f_inclusiveDecays,6,3.01,"[2000.0, inf)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[-inf, 200.0)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[200.0, 300.0)",45,11.414110245908603,3.289574643631687
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[300.0, 400.0)",19,4.823199151846823,1.362111294908872
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[400.0, 500.0)",6,1.2243253393015745,0.31492059418543494
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[500.0, 600.0)",4,0.5737384587849148,0.13362122842874882
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[600.0, 700.0)",1,0.2726595606956451,0.0743432360387422
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[700.0, 800.0)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[800.0, 900.0)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[900.0, 1000.0)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[1000.0, 1100.0)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[1100.0, 1200.0)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[1200.0, 1300.0)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[1300.0, 1400.0)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[1400.0, 1500.0)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[1500.0, 1600.0)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[1600.0, 1700.0)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[1700.0, 1800.0)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[1800.0, 1900.0)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[1900.0, 2000.0)",0,,
ST_tW_antitop_5f_inclusiveDecays,6,3.01,"[2000.0, inf)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[-inf, 200.0)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[200.0, 300.0)",51,13.352157003988422,3.640131629629708
ST_tW_top_5f_inclusiveDecays,6,3.01,"[300.0, 400.0)",27,6.609207531396807,1.948084220395661
ST_tW_top_5f_inclusiveDecays,6,3.01,"[400.0, 500.0)",11,2.7642174865029765,0.7671211191826544
ST_tW_top_5f_inclusiveDecays,6,3.01,"[500.0, 600.0)",1,0.07982478341465962,0.00637199604719732
ST_tW_top_5f_inclusiveDecays,6,3.01,"[600.0, 700.0)",2,0.27755831208481585,0.07886704262680125
ST_tW_top_5f_inclusiveDecays,6,3.01,"[700.0, 800.0)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[800.0, 900.0)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[900.0, 1000.0)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[1000.0, 1100.0)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[1100.0, 1200.0)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[1200.0, 1300.0)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[1300.0, 1400.0)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[1400.0, 1500.0)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[1500.0, 1600.0)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[1600.0, 1700.0)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[1700.0, 1800.0)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[1800.0, 1900.0)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[1900.0, 2000.0)",0,,
ST_tW_top_5f_inclusiveDecays,6,3.01,"[2000.0, inf)",0,,
TTTo2L2Nu,6,3.01,"[-inf, 200.0)",0,,
TTTo2L2Nu,6,3.01,"[200.0, 300.0)",1244,54.68360838012567,2.667732335843793
TTTo2L2Nu,6,3.01,"[300.0, 400.0)",547,24.039356272984815,1.165613724298794
TTTo2L2Nu,6,3.01,"[400.0, 500.0)",185,8.034336501685928,0.3808345913866415
TTTo2L2Nu,6,3.01,"[500.0, 600.0)",68,2.8842583063186824,0.1394419488617967
TTTo2L2Nu,6,3.01,"[600.0, 700.0)",22,0.9032228900344813,0.039550903564766225
TTTo2L2Nu,6,3.01,"[700.0, 800.0)",14,0.6454053895713422,0.02993911688940699
TTTo2L2Nu,6,3.01,"[800.0, 900.0)",3,0.14109015956017867,0.0066704598577122685
TTTo2L2Nu,6,3.01,"[900.0, 1000.0)",2,0.00997793097879338,0.004744076167340517
TTTo2L2Nu,6,3.01,"[1000.0, 1100.0)",1,0.049766587463613905,0.002476713227773533
TTTo2L2Nu,6,3.01,"[1100.0, 1200.0)",0,,
TTTo2L2Nu,6,3.01,"[1200.0, 1300.0)",0,,
TTTo2L2Nu,6,3.01,"[1300.0, 1400.0)",0,,
TTTo2L2Nu,6,3.01,"[1400.0, 1500.0)",0,,
TTTo2L2Nu,6,3.01,"[1500.0, 1600.0)",0,,
TTTo2L2Nu,6,3.01,"[1600.0, 1700.0)",0,,
TTTo2L2Nu,6,3.01,"[1700.0, 1800.0)",0,,
TTTo2L2Nu,6,3.01,"[1800.0, 1900.0)",0,,
TTTo2L2Nu,6,3.01,"[1900.0, 2000.0)",0,,
TTTo2L2Nu,6,3.01,"[2000.0, inf)",0,,
TTToHadronic,6,3.01,"[-inf, 200.0)",0,,
TTToHadronic,6,3.01,"[200.0, 300.0)",2,0.37325745527139237,0.06985298856980546
TTToHadronic,6,3.01,"[300.0, 400.0)",0,,
TTToHadronic,6,3.01,"[400.0, 500.0)",0,,
TTToHadronic,6,3.01,"[500.0, 600.0)",0,,
TTToHadronic,6,3.01,"[600.0, 700.0)",0,,
TTToHadronic,6,3.01,"[700.0, 800.0)",0,,
TTToHadronic,6,3.01,"[800.0, 900.0)",0,,
TTToHadronic,6,3.01,"[900.0, 1000.0)",0,,
TTToHadronic,6,3.01,"[1000.0, 1100.0)",0,,
TTToHadronic,6,3.01,"[1100.0, 1200.0)",0,,
TTToHadronic,6,3.01,"[1200.0, 1300.0)",0,,
TTToHadronic,6,3.01,"[1300.0, 1400.0)",0,,
TTToHadronic,6,3.01,"[1400.0, 1500.0)",0,,
TTToHadronic,6,3.01,"[1500.0, 1600.0)",0,,
TTToHadronic,6,3.01,"[1600.0, 1700.0)",0,,
TTToHadronic,6,3.01,"[1700.0, 1800.0)",0,,
TTToHadronic,6,3.01,"[1800.0, 1900.0)",0,,
TTToHadronic,6,3.01,"[1900.0, 2000.0)",0,,
TTToHadronic,6,3.01,"[2000.0, inf)",0,,
TTToSemiLeptonic,6,3.01,"[-inf, 200.0)",0,,
TTToSemiLeptonic,6,3.01,"[200.0, 300.0)",573,63.450346549513,8.124778743606694
TTToSemiLeptonic,6,3.01,"[300.0, 400.0)",196,21.50634123184379,2.696849235898635
TTToSemiLeptonic,6,3.01,"[400.0, 500.0)",52,4.991437229231634,0.7232846060279122
TTToSemiLeptonic,6,3.01,"[500.0, 600.0)",26,2.6148836116308094,0.3192957513758102
TTToSemiLeptonic,6,3.01,"[600.0, 700.0)",11,1.2687641634603744,0.14779669774892146
TTToSemiLeptonic,6,3.01,"[700.0, 800.0)",5,0.5263723134074201,0.055667668482556075
TTToSemiLeptonic,6,3.01,"[800.0, 900.0)",2,0.20975458869850924,0.022031885916156537
TTToSemiLeptonic,6,3.01,"[900.0, 1000.0)",1,0.10555065109943014,0.011140939947513634
TTToSemiLeptonic,6,3.01,"[1000.0, 1100.0)",0,,
TTToSemiLeptonic,6,3.01,"[1100.0, 1200.0)",1,0.028305379370148497,0.0008011945012880284
TTToSemiLeptonic,6,3.01,"[1200.0, 1300.0)",2,0.21776650533680297,0.023765150730876285
TTToSemiLeptonic,6,3.01,"[1300.0, 1400.0)",0,,
TTToSemiLeptonic,6,3.01,"[1400.0, 1500.0)",0,,
TTToSemiLeptonic,6,3.01,"[1500.0, 1600.0)",0,,
TTToSemiLeptonic,6,3.01,"[1600.0, 1700.0)",0,,
TTToSemiLeptonic,6,3.01,"[1700.0, 1800.0)",0,,
TTToSemiLeptonic,6,3.01,"[1800.0, 1900.0)",0,,
TTToSemiLeptonic,6,3.01,"[1900.0, 2000.0)",0,,
TTToSemiLeptonic,6,3.01,"[2000.0, inf)",0,,
TTGJets,6,3.01,"[-inf, 200.0)",0,,
TTGJets,6,3.01,"[200.0, 300.0)",125,1.1714673279916206,0.101530838097488
TTGJets,6,3.01,"[300.0, 400.0)",59,0.4686741246362279,0.046283971627205704
TTGJets,6,3.01,"[400.0, 500.0)",27,0.16742029160127025,0.018654891183243216
TTGJets,6,3.01,"[500.0, 600.0)",13,0.052210821146179365,0.010031898204294325
TTGJets,6,3.01,"[600.0, 700.0)",7,0.20120798680871305,0.0057975224551543225
TTGJets,6,3.01,"[700.0, 800.0)",4,0.0608743887412191,0.004109065370453661
TTGJets,6,3.01,"[800.0, 900.0)",2,-0.004253472885330188,0.001997213625313426
TTGJets,6,3.01,"[900.0, 1000.0)",1,-0.03009951754965722,0.0009059809567221228
TTGJets,6,3.01,"[1000.0, 1100.0)",1,-0.031202753405748764,0.0009736118200999664
